Size: verySmall Deviation: 0
all datasets: 246
 COLUMN LEVEL ANALYSIS:
top 1 correctly labelled: 54
top 3 correctly labelled: 101
top X correctly labelled: 141
total: 246
 ROW LEVEL ANALYSIS:
top 1 correctly labelled: 191
top 3 correctly labelled: 237
top X correctly labelled: 237
total: 246
 OVERALL ANALYSIS:
top 1 correctly labelled: 231
top 3 correctly labelled: 237
top X correctly labelled: 237
total: 246
overall level distribution
99, 0
63, 0
9, 0
300, 0
6, 0
300, 0
105, 0
48, 0
300, 0
21, 0
84, 0
189, 0
300, 0
300, 0
300, 0
6, 0
102, 0
90, 0
300, 0
108, 0
15, 0
12, 0
300, 0
24, 0
300, 0
18, 0
300, 0
300, 0
36, -1
18, 0
300, 0
300, 0
6, 0
300, 0
39, 0
300, 0
300, 0
300, 0
27, 0
6, 0
300, 0
105, 0
93, 0
21, 0
24, 0
300, 0
300, 0
90, 0
18, 0
15, 0
300, 0
108, 0
300, 0
6, 0
42, 0
300, 0
204, 0
87, 0
300, 0
300, 0
15, 0
102, 0
72, 1
27, 0
6, 0
300, 0
21, 0
300, 0
12, 0
21, 0
300, 0
18, 0
171, 0
24, 0
300, 0
30, 0
6, 0
300, 0
84, 0
51, 0
9, 0
300, 0
33, 0
300, 0
300, 0
300, 0
48, 0
48, 0
12, 1
99, 0
6, -1
33, 0
300, 0
300, 0
24, 0
33, 0
300, 0
300, 0
6, 0
300, 0
6, 0
300, 0
168, 0
6, 0
21, 0
33, 0
9, -1
6, 0
108, 0
9, 0
87, 0
231, 0
42, 0
36, 1
180, 0
300, -1
162, 0
75, 0
18, 0
18, 0
111, 0
300, 0
18, 0
48, 0
300, 0
30, 0
9, 0
9, 0
300, 0
300, 0
6, 0
33, 0
255, 0
9, 0
300, 0
300, 0
270, 0
300, 0
300, 0
75, 0
300, 0
243, 0
6, 0
300, 0
21, 0
300, 0
18, 0
9, 0
45, 0
300, 0
207, 0
300, 0
96, 0
300, 0
6, -1
27, 0
300, 0
78, 0
198, 0
15, 0
15, 0
9, 0
6, 0
6, -1
300, 0
6, 0
12, 0
45, 0
300, 0
33, 0
87, 0
36, 0
300, 0
300, 0
81, 0
33, 0
282, 1
300, 0
75, 0
15, 0
15, 0
51, 0
21, 0
9, 0
300, 1
300, 0
300, 0
12, 0
6, 0
30, 0
15, 0
300, 0
180, 0
300, 0
12, 0
102, -1
288, 0
6, 0
15, 0
63, 0
300, 0
21, 0
300, 0
300, 0
15, 0
300, 0
30, 0
69, 0
6, 0
300, 0
24, 0
6, 0
18, 0
300, 0
15, 0
6, 0
300, 0
210, 0
27, 0
6, 0
75, 0
294, 0
300, 1
111, 0
84, 0
300, 0
300, 0
54, 0
15, 0
39, 0
300, 0
9, 0
27, -1
27, 0
300, 0
42, 0
300, 0
15, -1
300, 0
300, 0
300, 0
90, 0
24, 0
33, 0
12, 0
48, 0
column level distribution
99, 4
63, 0
9, -1
300, 1
6, -1
300, 2
105, 0
48, 2
300, 1
21, 0
84, 0
189, 3
300, 0
300, 5
300, 1
6, -1
102, 5
90, 0
300, 0
108, 1
15, -1
12, -1
300, 0
24, 6
300, 2
18, -1
300, 9
300, -1
36, -1
18, -1
300, -1
300, 2
6, -1
300, 0
39, 0
300, -1
300, 0
300, 6
27, -1
6, -1
300, 0
105, 1
93, -1
21, -1
24, -1
300, 0
300, 8
