99, 0
63, 0
9, 0
300, 0
6, 0
300, 0
105, 0
48, 0
300, 0
21, 0
84, 0
189, 0
300, 0
300, 0
300, 0
6, 0
102, 0
90, 0
300, 0
108, 0
15, 0
12, 0
300, 0
24, 0
300, 0
18, 0
300, 0
300, 0
36, -1
18, 0
300, 0
300, 0
6, 0
300, 0
39, 0
300, 0
300, 0
300, 0
27, 0
6, 0
300, 0
105, 0
93, 0
21, 0
24, 0
300, 0
300, 0
90, 0
18, 0
15, 0
300, 0
108, 0
300, 0
6, 0
42, 0
300, 0
204, 0
87, 0
300, 0
300, 0
15, 0
102, 0
72, 1
27, 0
6, 0
300, 0
21, 0
300, 0
12, 0
21, 0
300, 0
18, 0
171, 0
24, 0
300, 0
30, 0
6, 0
300, 0
84, 0
51, 0
9, 0
300, 0
33, 0
300, 0
300, 0
300, 0
48, 0
48, 0
12, 1
99, 0
6, -1
33, 0
300, 0
300, 0
24, 0
33, 0
300, 0
300, 0
6, 0
300, 0
6, 0
300, 0
168, 0
6, 0
21, 0
33, 0
9, -1
6, 0
108, 0
9, 0
87, 0
231, 0
42, 0
36, 1
180, 0
300, -1
162, 0
75, 0
18, 0
18, 0
111, 0
300, 0
18, 0
48, 0
300, 0
30, 0
9, 0
9, 0
300, 0
300, 0
6, 0
33, 0
255, 0
9, 0
300, 0
300, 0
270, 0
300, 0
300, 0
75, 0
300, 0
243, 0
6, 0
300, 0
21, 0
300, 0
18, 0
9, 0
45, 0
300, 0
207, 0
300, 0
96, 0
300, 0
6, -1
27, 0
300, 0
78, 0
198, 0
15, 0
15, 0
9, 0
6, 0
6, -1
300, 0
6, 0
12, 0
45, 0
300, 0
33, 0
87, 0
36, 0
300, 0
300, 0
81, 0
33, 0
282, 1
300, 0
75, 0
15, 0
15, 0
51, 0
21, 0
9, 0
300, 1
300, 0
300, 0
12, 0
6, 0
30, 0
15, 0
300, 0
180, 0
300, 0
12, 0
102, -1
288, 0
6, 0
15, 0
63, 0
300, 0
21, 0
300, 0
300, 0
15, 0
300, 0
30, 0
69, 0
6, 0
300, 0
24, 0
6, 0
18, 0
300, 0
15, 0
6, 0
300, 0
210, 0
27, 0
6, 0
75, 0
294, 0
300, 1
111, 0
84, 0
300, 0
300, 0
54, 0
15, 0
39, 0
300, 0
9, 0
27, -1
27, 0
300, 0
42, 0
300, 0
15, -1
300, 0
300, 0
300, 0
90, 0
24, 0
33, 0
12, 0
48, 0
1500, 0
1500, 0
165, 0
156, 0
219, 0
123, 0
198, 0
168, 0
1500, 0
1500, 0
240, 0
99, 0
81, 0
1500, 0
810, 0
51, 0
546, 0
1500, 0
1500, 0
108, 0
252, 0
1500, 0
1500, 0
1500, 0
1500, 0
531, 0
858, 0
78, 0
1500, 0
1500, 0
36, 0
522, 0
1500, 0
1500, 0
132, 0
456, 0
1500, 0
1500, 0
1500, 0
1500, 0
1500, 0
345, 0
999, 0
1500, 0
78, 0
1500, 0
1161, 0
435, 0
1500, 0
1500, 0
378, 0
441, 0
87, 0
99, 0
36, 0
36, 0
1479, 0
321, 0
258, 0
51, 0
78, 0
171, 0
108, 0
459, 0
30, 0
36, 0
123, 0
1500, 0
42, 0
99, 0
1449, 0
171, 0
1500, 0
1050, 0
180, 0
36, 0
423, 0
510, 0
30, 0
1221, 0
222, 0
1500, 0
540, 0
60, 0
1500, 1
