http://dbpedia.org/ontology/MusicalArtist,MusicalArtist,http://dbpedia.org/ontology/populationDensity
http://dbpedia.org/resource/Azerbaijan,Azerbaijan,11.6
http://dbpedia.org/resource/Antigua_and_Barbuda,Antigua and Barbuda,186.0
http://dbpedia.org/resource/Kenya,Kenya,78.0
http://dbpedia.org/resource/Colombia,Colombia,40.8187
http://dbpedia.org/resource/Lesotho,Lesotho,62.703
http://dbpedia.org/resource/Georgia_(country),Georgia (country),53.5138
http://dbpedia.org/resource/Pakistan,Pakistan,260.8
http://dbpedia.org/resource/Curaçao,Curaçao,340.156
http://dbpedia.org/resource/Costa_Rica,Costa Rica,84.9425
http://dbpedia.org/resource/Djibouti,Djibouti,37.2202
