http://dbpedia.org/ontology/Location,Location,http://dbpedia.org/ontology/maximumElevation
"http://dbpedia.org/resource/Vathylakkos,_Kozani","Vathylakkos, Kozani",420.0
http://dbpedia.org/resource/Biermes,Biermes,146.0
"http://dbpedia.org/resource/Le_Pontet,_Savoie","Le Pontet, Savoie",1569.0
"http://dbpedia.org/resource/Palmas,_Aveyron","Palmas, Aveyron",697.0
"http://dbpedia.org/resource/Chrostowo,_Masovian_Voivodeship","Chrostowo, Masovian Voivodeship",150.0
"http://dbpedia.org/resource/Andon,_Alpes-Maritimes","Andon, Alpes-Maritimes",1649.0
http://dbpedia.org/resource/Rinxent,Rinxent,90.0
http://dbpedia.org/resource/Balogna,Balogna,1174.0
http://dbpedia.org/resource/Auty,Auty,218.0
http://dbpedia.org/resource/Bayers,Bayers,123.0
"http://dbpedia.org/resource/La_Couture,_Pas-de-Calais","La Couture, Pas-de-Calais",20.0
http://dbpedia.org/resource/Corscia,Corscia,2583.0
http://dbpedia.org/resource/Saint-Pierre-Lafeuille,Saint-Pierre-Lafeuille,361.0
http://dbpedia.org/resource/Linguizzetta,Linguizzetta,1093.0
http://dbpedia.org/resource/Le_Chêne,Le Chêne,163.0
http://dbpedia.org/resource/Brécé,Brécé,73.0
http://dbpedia.org/resource/Port_Ainé,Port Ainé,2440.0
http://dbpedia.org/resource/Amillis,Amillis,163.0
http://dbpedia.org/resource/La_Boissière-d'Ans,La Boissière-d'Ans,256.0
"http://dbpedia.org/resource/Saint-Barthélemy,_Seine-et-Marne","Saint-Barthélemy, Seine-et-Marne",203.0
http://dbpedia.org/resource/Aurions-Idernes,Aurions-Idernes,284.0
http://dbpedia.org/resource/Perrigny-sur-Loire,Perrigny-sur-Loire,342.0
http://dbpedia.org/resource/Gâvres,Gâvres,10.0
http://dbpedia.org/resource/Priest_Wilderness,Priest Wilderness,1238.4
http://dbpedia.org/resource/Saint-Ouen-d'Attez,Saint-Ouen-d'Attez,181.0
http://dbpedia.org/resource/Courcy-aux-Loges,Courcy-aux-Loges,150.0
http://dbpedia.org/resource/La_Digne-d'Amont,La Digne-d'Amont,380.0
http://dbpedia.org/resource/Dolignon,Dolignon,213.0
