http://dbpedia.org/ontology/Automobile,Automobile,http://dbpedia.org/ontology/weight
http://dbpedia.org/resource/Triumph_Vitesse,Triumph Vitesse,877999.2757376196
http://dbpedia.org/resource/Spyker_C12_La_Turbie,Spyker C12 La Turbie,1287700.0802318952
http://dbpedia.org/resource/Nissan_Be-1,Nissan Be-1,704816.8452997085
http://dbpedia.org/resource/Jeep_Grand_Cherokee_(WK2),Jeep Grand Cherokee (WK2),2139543.0472046095
http://dbpedia.org/resource/MAZ-537,MAZ-537,21518488.93148479
http://dbpedia.org/resource/Cadillac_ELR,Cadillac ELR,1791235.8354802409
http://dbpedia.org/resource/Chevrolet_Cobalt_SS,Chevrolet Cobalt SS,1320338.3777899004
http://dbpedia.org/resource/Irisbus_Crossway,Irisbus Crossway,15487320.2570081
http://dbpedia.org/resource/Isuzu_Bellel,Isuzu Bellel,1232848.639730505
http://dbpedia.org/resource/BMW_501,BMW 501,1354595.780047103
http://dbpedia.org/resource/BMW_M_Coupe,BMW M Coupe,1391493.8879480069
http://dbpedia.org/resource/BMW_503,BMW 503,1620783.8287296246
http://dbpedia.org/resource/Merkur_XR4Ti,Merkur XR4Ti,1420389.594276595
http://dbpedia.org/resource/Mitsubishi_Pajero_Mini,Mitsubishi Pajero Mini,881304.1509071173
http://dbpedia.org/resource/Karosa_B_832,Karosa B 832,9653099.783340288
http://dbpedia.org/resource/Reliant_Scimitar_SS1,Reliant Scimitar SS1,813364.7815797983
http://dbpedia.org/resource/Peugeot_1007,Peugeot 1007,1227539.5025440569
http://dbpedia.org/resource/Tatra_20,Tatra 20,1506009.3359992611
http://dbpedia.org/resource/Ferrari_575M_Maranello,Ferrari 575M Maranello,1686649.9496933524
http://dbpedia.org/resource/Bentley_Azure,Bentley Azure,2740059.566677757
http://dbpedia.org/resource/Saturn_Sky,Saturn Sky,1248338.8718584836
http://dbpedia.org/resource/DAF_66,DAF 66,712756.5961136114
http://dbpedia.org/resource/Daihatsu_Tanto_Exe,Daihatsu Tanto Exe,915014.2432183616
http://dbpedia.org/resource/Škoda_15Tr,Škoda 15Tr,17287574.47111064
http://dbpedia.org/resource/Alfa_Romeo_Issima,Alfa Romeo Issima,1234388.6138296672
http://dbpedia.org/resource/Maserati_Bora,Maserati Bora,1838401.6432280159
http://dbpedia.org/resource/Davis_Divan,Davis Divan,1104639.7607009243
http://dbpedia.org/resource/NW_D,NW D,1066389.710820626
http://dbpedia.org/resource/Tatra_12,Tatra 12,631320.807998728
http://dbpedia.org/resource/BMC_ADO16,BMC ADO16,759502.231900444
http://dbpedia.org/resource/Vixen_(RV),Vixen (RV),2304359.842260683
http://dbpedia.org/resource/Volvo_LV60-series,Volvo LV60-series,4124018.3412828706
http://dbpedia.org/resource/Škoda_Garde,Škoda Garde,841441.159581383
http://dbpedia.org/resource/Autozam_Clef,Autozam Clef,1360603.5674581858
"http://dbpedia.org/resource/Solaris_Alpino_8,9_LE","Solaris Alpino 8,9 LE",16213385.78585397
http://dbpedia.org/resource/Holden_HQ,Holden HQ,1252618.683429685
http://dbpedia.org/resource/Henry_J,Henry J,1076717.633522878
http://dbpedia.org/resource/Alfa_Romeo_Carabo,Alfa Romeo Carabo,1027998.9219137186
http://dbpedia.org/resource/VAZ-2103,VAZ-2103,987095.806188046
http://dbpedia.org/resource/EE-9_Cascavel,EE-9 Cascavel,11064473.522245927
http://dbpedia.org/resource/Lotus_19,Lotus 19,477224.7418402904
http://dbpedia.org/resource/Daimler_Sovereign,Daimler Sovereign,1636652.3246512644
http://dbpedia.org/resource/ALFA_15_HP,ALFA 15 HP,858410.1327763255
http://dbpedia.org/resource/ZIS-110,ZIS-110,2546732.3325725948
http://dbpedia.org/resource/Humber_Scout_Car,Humber Scout Car,2235555.604886454
http://dbpedia.org/resource/Zagato_Zele,Zagato Zele,491292.3660322563
http://dbpedia.org/resource/Renault_Sport_Spider,Renault Sport Spider,874194.8578011394
http://dbpedia.org/resource/KrAZ-255,KrAZ-255,12935624.09237547
http://dbpedia.org/resource/Neoplan_Skyliner,Neoplan Skyliner,26410516.164107922
http://dbpedia.org/resource/Toyota_Curren,Toyota Curren,1212718.3848909617
http://dbpedia.org/resource/Honda_Rafaga,Honda Rafaga,1210442.4424486856
http://dbpedia.org/resource/R6_(New_York_City_Subway_car),R6 (New York City Subway car),38962173.32535793
http://dbpedia.org/resource/Toyota_eCom,Toyota eCom,713095.1976564238
http://dbpedia.org/resource/Vector_M12,Vector M12,1492561.1771306882
http://dbpedia.org/resource/Opel_Monza,Opel Monza,1459138.513820135
http://dbpedia.org/resource/Toyota_FJ_Cruiser,Toyota FJ Cruiser,1696980.056920522
http://dbpedia.org/resource/Ranger_Special_Operations_Vehicle,Ranger Special Operations Vehicle,3779149.3691474255
http://dbpedia.org/resource/HTT_Pléthore,HTT Pléthore,1210305.0223199767
